Helmond slaughterhouse closed over 21 coronavirus infections," Van Rooi Meat slaughterhouse in Helmond was ordered closed on Thursday evening after 21 employees tested positive for the coronavirus in a sample testing. The meat processing company will have to stay closed until at least Tuesday, local security region Veiligheidsregio Brabant-Zuidoost announced. ",https://nltimes.nl/2020/05/29/helmond-slaughterhouse-closed-21-coronavirus-infections, Helmond slaughterhouse closed over 21 coronavirus infections ,"Van Rooi Meat slaughterhouse in Helmond was ordered closed on Thursday evening after 21 employees tested positive for the coronavirus in a sample testing. The meat processing company will have to stay closed until at least Tuesday, local security region Veiligheidsregio Brabant-Zuidoost announced.
"Fatal shooting in Rotterdam, police chase ends in crash; Two held"," An early morning shooting in Rotterdam left one man dead in front of a home there. Two people were seen fleeing the scene of the crime, and police said they were captured by authorities a short time later.
It happened just before 7:10 a.m. on Bramentuin in Rotterdam-Zuid, where the gunshot victim succumbed to his injuries. The man died at the scene despite efforts from first responders to resuscitate him. ",https://nltimes.nl/2020/05/29/fatal-shooting-rotterdam-police-chase-ends-crash-two-held," Fatal shooting in Rotterdam, police chase ends in crash; Two held ","An early morning shooting in Rotterdam left one man dead in front of a home there. Two people were seen fleeing the scene of the crime, and police said they were captured by authorities a short time later.
It happened just before 7:10 a.m. on Bramentuin in Rotterdam-Zuid, where the gunshot victim succumbed to his injuries. The man died at the scene despite efforts from first responders to resuscitate him.
The shooting sparked a pursuit involving about ten police vehicles, a witness told Rijnmond. The chase ended with a car crash on Dordtsestraatweg, over five kilometers away from the initial crime scene.
“Two suspects were arrested for the fatal shooting incident on the Bramentuin,” police confirmed. A 21-year-old man from Dordrecht and a 20-year-old man from Capelle aan den IJssel were taken into custody.
Kort na de dodelijke schietpartij aan de Bramentuin in Rotterdam-IJsselmonde zijn twee verdachten aangehouden door de politie. pic.twitter.com/wXie7c9dHE
— Joey Bremer (@010fotograaf) May 29, 2020
“The men were still trying to get away, but six police officers approached them with weapons drawn,” a witness told the broadcaster.
The victim was a 30-year-old resident who was shot in front of his home, police confirmed. Neighbors told local Rijnmond he was shot in the head. They said it looked like he was leaving for work when the shooting happened.
Records show several paramedics were dispatched on the ground as well as an air ambulance. “An investigation is in full swing,” police said in a statement.
Na de dodelijke schietpartij op de Bramentuin heeft de politie twee verdachten aangehouden op de Dordtsestraatweg in Rotterdam.https://t.co/TqvmsCn1m3 pic.twitter.com/sq9X6kCoTs
— MediaTV (@mediatvnl) May 29, 2020
Op de Bramentuin in Rotterdam is iets na 07:00 uur een man neergeschoten. Het slachtoffer overleed ter plekke aan zijn verwonden. De politie verricht onderzoek. pic.twitter.com/kgh6WIh2hc
— Joey Bremer (@010fotograaf) May 29, 2020
",post_images/20200529-153005Fat.jpg
Helmond slaughterhouse closed over 21 coronavirus infections," Van Rooi Meat slaughterhouse in Helmond was ordered closed on Thursday evening after 21 employees tested positive for the coronavirus in a sample testing. The meat processing company will have to stay closed until at least Tuesday, local security region Veiligheidsregio Brabant-Zuidoost announced. ",https://nltimes.nl/2020/05/29/helmond-slaughterhouse-closed-21-coronavirus-infections, Helmond slaughterhouse closed over 21 coronavirus infections ,"Van Rooi Meat slaughterhouse in Helmond was ordered closed on Thursday evening after 21 employees tested positive for the coronavirus in a sample testing. The meat processing company will have to stay closed until at least Tuesday, local security region Veiligheidsregio Brabant-Zuidoost announced.
The employees were tested after the food and consumer product safety authority NVWA and the quality assessor for the animal sector KDS tested their own personnel working at this location and found that some of them had the coronavirus. A total of 130 Van Rooi Meat employees were tested, 21 tested positive. 
The employees who tested positive will be quarantined for two weeks, as will their housemates. They will be given accommodation in a hotel in the region, according to NU.nl. On Friday, the safety region will announce the next steps to be taken at Van Rooi Meat, together with health service GGD. These steps will likely include testing all employees working at Van Rooi Meat. 
This is the third slaughterhouse in the Netherlands ordered closed because the coronavirus. A Vion slaughterhouse in Apeldoorn was closed for violating social distancing measures. And another Vion slaughterhouse in Groenlo was closed after 147 of its workers tested positive for the coronavirus.
Minister Carola Schouten of Agriculture, Nature and Food Quality met with the meat sector and said that businesses in this sector need to do more to protect their employees. She said that she is not out to close slaughterhouses, but the ball is in their court. 
",post_images/20200529-153005Hel.jpg
Jan van Zanen tapped to be mayor in The Hague," Jan van Zanen, currently mayor in Utrecht, was nominated to be the new mayor of The Hague. Chris van der Helm, chairman of the confidential committee that led the search for the mayor, called the 58-year-old VVD man an ""experienced, powerful director with a lot of mayor experience who can get started right away"", NOS reports. ",https://nltimes.nl/2020/05/29/jan-van-zanen-tapped-mayor-hague, Jan van Zanen tapped to be mayor in The Hague ,"Jan van Zanen, currently mayor in Utrecht, was nominated to be the new mayor of The Hague. Chris van der Helm, chairman of the confidential committee that led the search for the mayor, called the 58-year-old VVD man an ""experienced, powerful director with a lot of mayor experience who can get started right away"", NOS reports.
Van Zanen was reappointed in January for a second term as mayor in Utrecht. Who will succeed him in that city, is not yet known. At Utrecht's city council meeting on Thursday evening, he said that he was ""very honored"" to be nominated in The Hague. ""I look forward to the work I have to do there. At the same time, there is another side. I am leaving the city where I lived and worked the longest,"" Van Zanen said. 
According to Van Zanen, Utrecht is in good shape and will do well without him. ""And I will also follow my passion in The Hague: serving the public good."" 
D66 chairman in Utrecht, Jony Ferket, said that the city is sad to see Van Zanen go. ""Utrecht loses an involved mayor who is close to the people.""
The Hague has been looking for a new mayor since October, when Pauline Krikke stepped down. She had come under fire after a critical report from the Dutch Safety Board about a New Year's bonfire in Scheveningen that got out of hand and started dozens of small fires on 1 January 2019. The atmosphere in the city council was already tense because of a corruption case surrounding form city councilors Richard de Mos and Rachid Guernaoui.
Johan Remkes was appointed to be interim mayor in The Hague while a new mayor was sought. He told Omroep West that he is ""very happy"" with Van Zanen's nomination. ""Jan van Zanen is sometimes firm and he is a unifying personality, who also invests in people and has a big heart for public order and security,"" he said to the broadcaster.
The confidential committee assessed 23 applications for the post of mayor in The Hague and submitted two to the city council. The city council selected Van Zanen and nominated him to the Minister of Home Affairs. This is usually just a formality. Acting mayor Remkes will remain in office until July 1, when Van Zanen will be officially sworn in. 
",post_images/20200529-153005Jan.jpg
One killed in accident with wrong way driver on A12 highway," At least one person was killed in a head-on collision on the A12 highway towards Arnhem on Friday morning. The accident was very likely caused by a wrong way driver, the police said on Twitter at around 6:30 a.m. ",https://nltimes.nl/2020/05/29/one-killed-accident-wrong-way-driver-a12-highway, One killed in accident with wrong way driver on A12 highway ,"At least one person was killed in a head-on collision on the A12 highway towards Arnhem on Friday morning. The accident was very likely caused by a wrong way driver, the police said on Twitter at around 6:30 a.m.
The police received reports about a wrong way driver shortly before the accident happened. The car heading into oncoming traffic hit another car head-on near Maarsbergen. The person who was killed was in the hit car, the police said. Another person in that car was injured and taken to hospital. The wrong way driver was also injured. They were arrested and taken to hospital. 
How seriously the two injured people are hurt, is not known.
The highway is closed between Maarsbergen and Veenendaal-West for investigation and clean up. The road is expected to be closed until at least 10:00 a.m., according to travelers' association ANWB. A traffic jam formed behind the accident. Road users can expect to be stuck there for at least 20 minutes.
People traveling towards Arnhem are advised to detour at the Lunetten junction via Amersfoort and Apeldoorn on the A27, A28, A1, or  A30, public works department RIjkswaterstaat said.
",post_images/20200529-153005One.jpg
Ax-wielding man shot by police after attacking cyclist," A man who used an ax to attack people in The Hague Thursday night was shot by police on Thursday. A local news outlet said he suddenly went berzerk and struck a cyclist after he had sat on a bench there for an extended period of time.
Several paramedics crews, including a trauma team in a helicopter, were sent to the street in the Scheveningen district between 6:45 p.m. and 7:05 p.m. The shooting happened at least an hour later. ",https://nltimes.nl/2020/05/28/ax-wielding-man-shot-police-attacking-cyclist, Ax-wielding man shot by police after attacking cyclist ,"A man who used an ax to attack people in The Hague Thursday night was shot by police on Thursday. A local news outlet said he suddenly went berzerk and struck a cyclist after he had sat on a bench there for an extended period of time.
Several paramedics crews, including a trauma team in a helicopter, were sent to the street in the Scheveningen district between 6:45 p.m. and 7:05 p.m. The shooting happened at least an hour later.
""An officer fired shots on the Neptunusstraat in The Hague on Thursday evening. A person was injured in the process,"" the Public Prosecution Service confirmed. The shooting will be examined by the national criminal investigation service.
Drukke avond voor hulpdiensten Scheveningen. Autobrand Duinstraat en persoon neergeschoten Neptunesstraat. pic.twitter.com/UdEkkBRu0u
— Dick Teske (@DTpersfoto) May 28, 2020
The suspect in the case lives in the neighborhood, and is in his twenties, residents told broadcaster Omroep West.
One person was transported by ambulance to an area hospital with a police escort, Omroep West reported. Local news service De Schevininger reported there were multiple injuries.
It was the third police-involved shooting in a week. One man died after being shot by police in Hilversum on Wednesday, and another was struck by a bullet in Halsteren, Noord-Brabant over the weekend.
Officials said the latter did not die from the gunshot wound.
 
",post_images/20200529-153005Ax-.jpg
Suspect killed by police raises questions as investigation goes underway," The man who died at the hands of police officers in the woods outside of Hilversum on Wedesday is reported to have rammed his car into a building, NH Nieuws reported on Thursday, with several witnesses reporting a man exhibiting strange behavior in the hours leading up to the incident. ",https://nltimes.nl/2020/05/28/suspect-killed-police-raises-questions-investigation-goes-underway, Suspect killed by police raises questions as investigation goes underway ,"The man who died at the hands of police officers in the woods outside of Hilversum on Wedesday is reported to have rammed his car into a building, NH Nieuws reported on Thursday, with several witnesses reporting a man exhibiting strange behavior in the hours leading up to the incident.
Police have so far not confirmed or denied any of the reports, disclosing only that the police felt it necessary to shoot the man. ""When the officers came to the scene, a situation arose where they were forced to shoot this gentleman,"" a spokesman for the Public Prosecutor told the regional broadcaster. The broadcaster said there was a trail of destruction involving the Berestein cemetery near where the shooting happened.
The reports follow after the now-deceased suspect was shot in a ""serious incident"" by police on Wednesday afternoon before succumbing to his injuries and dying later that day. Little information has so far been released concerning how the incident unfolded, with police only saying that it was a ""chaotic situation"".
The incident is known to have unfolded just before 5 p.m. in the Corversbos on the outskirts of Hilversum, shortly after which a trauma team was dispatched by helicopter. Not long after that, the police confirmed that a shooting had taken place at the scene, with the suspect's death being announced at around 7:30 p.m.
According to NH Nieuws, several witnesses saw a man exhibiting strange behavior in the area in the hours leading up to the incident, which some locals reporting sighting a man screaming and hanging upside down from a fence. The information so far remains unverified.
An investigation into the incident has gone underway, carried out by the National Criminal Investigation Department on behalf of the Public Prosecution Service, the police have confirmed.
",post_images/20200529-153005Sus.jpg
Catering dominates Covid-19 financial support requests as bankruptcies continue," The food catering sector has been in particular need of government assistance as a result of the pandemic, according to new figures released by Statistics Netherlands on Thursday. The data follows as the group found that 85 new companies filed for bankruptcy over the mid-May period. ",https://nltimes.nl/2020/05/28/catering-dominates-covid-19-financial-support-requests-bankruptcies-continue, Catering dominates Covid-19 financial support requests as bankruptcies continue ,"The food catering sector has been in particular need of government assistance as a result of the pandemic, according to new figures released by Statistics Netherlands on Thursday. The data follows as the group found that 85 new companies filed for bankruptcy over the mid-May period.
According to Statistics Netherlands, 60 percent of catering establishments with fewer than 250 employees have been benefiting from the TOGS scheme, a government support scheme that grants up to four thousand euros to affected companies in sectors which have been particularly hard-hit by the pandemic. This number is considerably higher than the percentage across all sectors, which stands at 26 percent, according to Statistics Netherlands.
Other sectors that saw more than than three quarters of companies claim government support included clothing stores for men's and women's undergarments, fairground attractions and taxi services.
At the same time, a total of 85 companies filed for bankruptcy in between May 18 and 22; a more than seven percent decrease on the previous week's numbers, the research group reported. Since the year's beginning, a total of 1,575 companies have filed for bankruptcy, a 60 percent rise since the same period in 2019.
The figures follow a week on from the newest set of economic relief measures, which are set to pump an additional 13 billion euros into the Dutch economy in order to try to support entrepreneurs facing financial ruin due to the Covid-19 crisis.
",post_images/20200529-153005Cat.jpg
Man arrested for sexual extortion phishing scams on Snapchat," An 18-year-old Vlaardingen man was arrested on Wednesday on suspicion of trying to extort sexual favors from over 20 victims using the popular messaging app Snapchat, police confirmed on Thursday. ",https://nltimes.nl/2020/05/28/man-arrested-sexual-extortion-phishing-scams-snapchat, Man arrested for sexual extortion phishing scams on Snapchat ,"An 18-year-old Vlaardingen man was arrested on Wednesday on suspicion of trying to extort sexual favors from over 20 victims using the popular messaging app Snapchat, police confirmed on Thursday.
The man was arrested on charges of phishing, hacking and extortion of a sexual nature after he tried to trick Snapchat users into clicking on a link, which would supposedly give insights about the spread of Covid-19 in the area, according to police. When clicked, the link would immediately prompt users to log in again using their Snapchat account, allowing the suspect to steal their login credentials.
This practice would often be followed by ""sextortion,"" in which the man would threaten to distribute private photos of the victim in exchange for money or bitcoin, the police said. He had also demanded sexually compromising photos of his victims in exchange for returning control of their account. Over 20 victims have fallen for the man's scheme, all of whom come from Noord-Holland.
""Some of them are known to be deeply affected by this type of crime. The criminal investigation department is satisfied with this development in the investigation and is working hard on the case,"" wrote the police in a statement. None of them paid the extortion demand, police said.
The suspect has been placed behind bars while an investigation into the matter goes underway, the police confirmed. His arraignment hearing is scheduled for Friday.
",post_images/20200529-153005Man.jpg
Amsterdam mayor concerned at rise in anti-LGBT violence," Amsterdam is set to assess the state of tolerance towards minority groups in Amsterdam following a spate of allegedly homophobic threats and violence in the city, Mayor Femke Halsema said on Thursday.
""There is a street culture in Amsterdam that is intolerant and intimidating for many minority groups. We need to initiate conversations so that the standard is clear: in Amsterdam you are accepted and you belong. People must be able to be individuals here,"" said Halsema, speaking at a debate with the city council on the matter. ",https://nltimes.nl/2020/05/28/amsterdam-mayor-concerned-rise-anti-lgbt-violence, Amsterdam mayor concerned at rise in anti-LGBT violence ,"Amsterdam is set to assess the state of tolerance towards minority groups in Amsterdam following a spate of allegedly homophobic threats and violence in the city, Mayor Femke Halsema said on Thursday.
""There is a street culture in Amsterdam that is intolerant and intimidating for many minority groups. We need to initiate conversations so that the standard is clear: in Amsterdam you are accepted and you belong. People must be able to be individuals here,"" said Halsema, speaking at a debate with the city council on the matter.
The mayor also expressed support for the position of police chief Frank Paauw, who said that homophobic incidents will have priority with the police and the Public Prosecution Service.
""This is intolerance that does not belong in a city like Amsterdam, and that is not an open door,"" said Paauw.
The comments come after two incidents of gay bashing took place in Amsterdam in recent weeks. The first, which involved a gay couple being harassed on Easter in Amsterdam Oost for walking hand-in-hand to the supermarket, resulted in three suspects being arrested, the most recent of which took place last week.
The second incident involved a gay couple being attacked with sharp glass in Amsterdam Oost on May 21, and led to the arrest of three teenagers.
",post_images/20200529-153005Ams.jpg
Tamara van Ark to take over as medical care minister: Report," Tamara van Ark will take up the position of Minister for Medical Care on July 9 as outgoing minister Martin van Rijn steps down, sources told the newspaper De Telegraaf on Thursday.
It is not yet clear who will succeed Van Ark in her position as the State Secretary for Social Affairs and Employment, the newspaper pointed out, but sources have said that the 45-year-old VVD member was selected because of her ten year experience in the Tweede Kamer, where she was actively involved in labor and social issues as a member of parliament. ",https://nltimes.nl/2020/05/28/tamara-van-ark-take-medical-care-minister-report, Tamara van Ark to take over as medical care minister: Report ,"Tamara van Ark will take up the position of Minister for Medical Care on July 9 as outgoing minister Martin van Rijn steps down, sources told the newspaper De Telegraaf on Thursday.
It is not yet clear who will succeed Van Ark in her position as the State Secretary for Social Affairs and Employment, the newspaper pointed out, but sources have said that the 45-year-old VVD member was selected because of her ten year experience in the Tweede Kamer, where she was actively involved in labor and social issues as a member of parliament.
Van Rijn, member of opposition party PvdA, was temporarily appointed to head the Ministry for Medical Care back in March, after VVD member Bruno Bruins stepped down due to exhaustion. The Minister's announced departure comes as his three-month tenure is set to expire in July.
""We are terribly proud that he stepped forward at the beginning of the crisis to help put out the fire, but the alarm phase is over,"" PvdA leader Lodewijk Asscher said about his colleague on Wednesday, hours before Van Rijn said he would step down.
Van Rijn is also believed to be in the running to be selected as the new Mayor of Den Haag, with a decision expected late Thursday night.
",post_images/20200529-153005Tam.jpg
First arrest made for fake covid-19 business benefit fraud ," A 25-year-old man from Naaldwijk has been arrested on Tuesday for suspected forgery and fraud after allegedly lying about the economic activity of his business while registering for TOGS benefits, the financial crimes inspectorate FIOD has confirmed. ",https://nltimes.nl/2020/05/28/first-arrest-made-fake-covid-19-business-benefit-fraud, First arrest made for fake covid-19 business benefit fraud  ,"A 25-year-old man from Naaldwijk has been arrested on Tuesday for suspected forgery and fraud after allegedly lying about the economic activity of his business while registering for TOGS benefits, the financial crimes inspectorate FIOD has confirmed.
The man, whose activities were detected after a bank noticed an unusual transaction, had reportedly organized his business as a sole proprietorship despite the fact that the business had neither any operating expenses nor any revenue on the books. ""It is therefore doubtful whether he suffered any loss of turnover due to the Covid-19 measures,"" the FIOD wrote in a statement.
According to FIOD, the man went on to cash in a TOGS allowance for his business, a government support scheme that grants up to four thousand euros to affected companies in sectors which have been particularly hard-hit by the pandemic.
The man's arrest prompted the authorities to conduct a home search on Thursday, with a computer and a number of telephones being seized in the process, the financial crimes unit confirmed.
""The corona crisis brings out the best in many people. Unfortunately, some see opportunities for fraud. Abusing the corona crisis is socially unacceptable,"" added the FIOD.
",post_images/20200529-153005Fir.jpg
Ban on mink transports and barn visits after Covid research ," Mink can no longer be transported in the Netherlands, nor can people visit the animals on farms, according to a letter by two prominent ministers directed to the parliament on Thursday. ",https://nltimes.nl/2020/05/28/ban-mink-transports-barn-visits-covid-research, Ban on mink transports and barn visits after Covid research  ,"Mink can no longer be transported in the Netherlands, nor can people visit the animals on farms, according to a letter by two prominent ministers directed to the parliament on Thursday.
The new guidelines, laid out by the Ministers of Health and Agriculture, Hugo de Jonge and Carola Schouten respectively, are designed to minimize the risk of animal-to-human transmission of Covid-19. In effect, they put an end to the transport of mink and mink manure, ensure that hygiene protocols are in place for people exposed to the animals, and ban visitors from entering barns where mink are kept.
""These measures concern all mink farms in the Netherlands and not only those where there is an infection found it,"" added the ministers.
In addition, the guidelines stipulate that mink farmers must prevent dogs, cats and ferrets from entering and leaving mink farms as much as possible, and recommend that mink farmers with symptoms of illness be tested for Covid-19.
Schouten and De Jonge added that they will draw up a more complete recommendation after the Outbreak Management Team's zoonosis arm convenes next week. ""All measures imaginable will be considered. We inform the House [of Representatives] on this as soon as possible next week,"" they wrote.
The news follows after weeks of concern around the risk of mink-to-human transmission of the novel coronavirus, with Schouten asserting last week that a link between the two is plausible. Earlier this month, the government also made screening for Covid-19 antibodies compulsory for mink farmers, in order to keep an eye on the risk.
",post_images/20200529-153005Ban.jpg
